,num_words,num_unique_words,num_stopwords,num_links,num_unique_domains,num_email_addresses,num_spelling_errors,num_urgent_keywords,label
517047,73,63,22,0,0,0,3,1,1
517050,33,29,6,0,0,0,7,0,1
517051,33,29,13,0,0,0,2,0,1
517058,922,422,317,0,0,0,28,2,1
517060,86,66,33,0,0,0,9,0,1
517063,13,13,6,0,0,0,0,0,1
517066,32,29,4,0,0,0,13,0,1
517067,1054,383,387,0,0,0,22,1,1
517068,197,129,51,0,0,0,27,0,1
517069,114,69,44,0,0,0,4,1,1
517071,72,60,20,0,0,0,0,0,1
517072,553,286,216,0,0,0,15,3,1
517074,2916,789,1139,0,0,0,65,1,1
517078,86,74,25,2,1,0,1,0,1
517087,121,107,36,0,0,0,30,0,1
517089,90,56,40,0,0,0,0,0,1
517090,108,105,6,0,0,0,5,0,1
517100,300,195,83,0,0,0,25,0,1
517103,110,84,39,0,0,0,1,0,1
517108,172,133,59,0,0,0,4,0,1
517109,44,36,14,1,1,0,0,0,1
517111,221,138,61,0,0,0,23,0,1
517114,192,109,49,0,0,0,8,1,1
517115,67,54,14,0,0,0,4,0,1
517117,46,38,9,0,0,0,9,0,1
517120,76,65,8,0,0,0,17,0,1
517121,70,66,10,0,0,0,16,0,1
517125,366,202,137,0,0,0,27,1,1
517135,361,216,90,0,0,0,44,1,1
517136,93,88,19,0,0,0,21,0,1
517138,69,58,22,0,0,0,6,0,1
517142,205,133,68,0,0,0,7,0,1
517143,199,140,78,0,0,0,1,0,1
517151,190,129,64,0,0,0,13,1,1
517154,70,54,20,0,0,0,1,0,1
517155,188,140,6,0,0,0,36,0,1
517160,98,75,25,0,0,0,4,0,1
517161,7,7,4,0,0,0,1,0,1
517163,77,66,15,0,0,0,2,0,1
517164,176,115,56,3,3,1,13,0,1
517167,103,83,24,0,0,0,11,2,1
517168,170,124,59,0,0,0,17,0,1
517170,32,31,4,0,0,0,4,0,1
517171,63,51,17,2,1,0,4,0,1
517175,100,70,24,0,0,0,2,1,1
517176,1663,558,632,5,5,1,15,0,1
517177,360,210,104,0,0,0,20,0,1
517182,13,11,5,0,0,0,0,0,1
517186,237,152,70,0,0,0,7,4,1
517188,49,47,3,0,0,0,5,0,1
517192,117,87,28,0,0,0,5,0,1
517195,149,94,63,0,0,0,3,0,1
517197,1481,576,21,14,4,14,677,0,1
517199,230,132,77,0,0,0,10,0,1
517200,85,66,24,0,0,0,11,0,1
517201,243,211,3,0,0,0,150,0,1
517207,949,423,304,0,0,0,16,0,1
517211,49,49,3,0,0,0,0,0,1
517212,57,55,9,0,0,0,5,0,1
517217,77,61,26,0,0,0,2,0,1
517218,38,37,2,0,0,0,1,0,1
517220,144,114,32,0,0,0,11,0,1
517221,89,64,31,0,0,0,0,0,1
517226,64,53,28,0,0,0,2,0,1
517227,412,205,172,0,0,0,3,0,1
517236,76,54,28,0,0,0,3,0,1
517237,291,171,74,3,2,0,11,1,1
517238,59,41,12,0,0,0,0,0,1
517242,104,81,23,0,0,0,8,0,1
517245,66,55,22,0,0,0,2,0,1
517247,112,85,24,0,0,0,5,0,1
517248,276,179,74,0,0,0,25,0,1
517249,71,54,26,0,0,2,3,0,1
517250,13,13,4,1,1,0,1,0,1
517253,336,332,5,0,0,0,43,1,1
517255,288,157,100,0,0,1,22,0,1
517256,161,109,37,6,3,0,22,0,1
517260,65,62,7,0,0,0,15,0,1
517264,795,292,177,0,0,0,141,0,1
517265,179,110,59,0,0,0,9,0,1
517266,103,64,10,0,0,0,15,0,1
517270,69,53,24,0,0,0,0,0,1
517271,29,28,5,0,0,0,5,0,1
517273,32,32,8,0,0,0,1,0,1
517280,208,133,65,0,0,0,6,1,1
517281,68,57,15,0,0,0,8,0,1
517284,1205,495,384,0,0,0,121,1,1
517290,210,121,75,0,0,0,7,1,1
517292,104,81,34,0,0,0,4,0,1
517306,1316,437,540,0,0,0,11,3,1
517308,14,14,3,0,0,0,1,0,1
517310,733,312,310,0,0,0,17,2,1
517311,172,112,46,2,2,2,24,0,1
517312,113,103,21,0,0,0,10,0,1
517313,378,202,119,1,1,1,7,0,1
517314,55,49,15,0,0,0,4,0,1
517315,72,61,10,0,0,0,21,0,1
517317,403,209,165,0,0,0,15,2,1
517319,23,23,2,0,0,0,3,0,1
517321,140,99,39,0,0,0,3,0,1
517325,40,38,12,0,0,0,0,0,1
517326,85,65,26,0,0,0,12,0,1
517330,28,22,6,0,0,0,3,0,1
517333,55,48,16,0,0,0,1,0,1
517335,81,70,23,0,0,0,6,1,1
517337,108,84,31,0,0,0,7,0,1
517338,1130,532,347,0,0,0,147,0,1
517340,5,5,2,0,0,0,0,0,1
517341,155,121,52,0,0,0,25,0,1
517343,1443,628,471,0,0,0,141,2,1
517350,261,245,5,0,0,0,50,0,1
517352,2786,840,989,5,5,1,30,0,1
517353,79,68,14,0,0,0,14,0,1
517354,74,65,9,0,0,0,18,0,1
517356,86,67,31,0,0,0,12,0,1
517359,108,83,36,0,0,0,10,0,1
517362,176,109,57,0,0,0,8,0,1
517365,1101,412,407,0,0,0,8,0,1
517367,30,28,5,0,0,0,4,0,1
517370,138,95,50,2,2,1,9,1,1
517373,1061,442,308,0,0,0,39,1,1
517375,105,73,34,2,1,1,6,0,1
517378,296,168,85,0,0,0,15,0,1
517384,73,54,24,1,1,0,3,0,1
517388,311,173,103,0,0,0,22,1,1
517389,56,46,19,1,1,0,2,0,1
517392,69,66,10,0,0,0,19,0,1
517399,45,40,11,0,0,0,0,0,1
517409,275,152,1,0,0,0,152,0,1
517417,38,37,5,0,0,0,14,0,1
517423,117,83,38,0,0,0,11,0,1
517426,79,70,10,0,0,0,17,0,1
517429,68,55,11,0,0,0,9,0,1
517432,123,90,37,1,1,0,6,0,1
517434,175,110,46,1,1,0,2,1,1
517437,186,123,48,0,0,0,17,0,1
517438,201,112,61,4,3,2,14,0,1
517443,144,110,36,0,0,0,13,0,1
517444,163,108,54,0,0,0,17,0,1
517445,181,121,34,0,0,0,24,1,1
517446,102,80,21,0,0,0,2,0,1
517448,62,47,22,0,0,0,5,1,1
517450,85,63,26,0,0,0,1,0,1
517455,654,260,224,11,4,1,35,1,1
517459,27,24,9,0,0,0,2,0,1
517467,86,67,32,0,0,0,13,0,1
517469,137,108,25,0,0,0,9,0,1
517470,83,61,26,1,1,0,1,0,1
517473,30,28,6,0,0,0,2,0,1
517475,444,215,200,0,0,0,3,2,1
517476,14,14,3,0,0,0,2,0,1
517479,434,224,136,0,0,0,8,0,1
517480,65,52,28,1,1,0,2,0,1
517482,52,46,16,0,0,0,2,0,1
517483,143,92,51,0,0,0,6,0,1
517484,239,138,96,0,0,0,2,1,1
517486,121,96,25,0,0,0,15,2,1
517488,190,133,64,0,0,0,9,0,1
517489,10,9,1,0,0,0,2,0,1
517491,247,151,97,6,6,1,10,1,1
517493,575,267,196,0,0,0,28,1,1
517498,89,74,36,0,0,0,10,0,1
517499,550,268,227,0,0,0,11,3,1
517501,112,89,29,0,0,0,7,0,1
517502,93,87,4,0,0,0,31,0,1
517504,109,70,38,0,0,0,0,0,1
517506,76,76,0,0,0,0,39,0,1
517508,210,134,59,2,2,0,9,0,1
517509,131,101,15,0,0,0,30,0,1
517512,72,51,14,3,3,3,17,0,1
517513,63,53,15,0,0,0,23,0,1
517515,154,93,49,0,0,0,7,0,1
517516,109,87,31,0,0,0,9,0,1
517517,178,114,62,0,0,0,5,0,1
517518,2220,636,897,12,8,1,54,0,1
517519,76,66,10,0,0,0,7,0,1
517523,22,18,8,0,0,0,1,0,1
517524,90,63,33,0,0,0,6,0,1
517525,42,27,6,0,0,0,5,0,1
517529,6,6,2,0,0,0,1,0,1
517531,676,610,58,0,0,0,63,0,1
517536,70,63,10,0,0,0,12,0,1
517540,21,19,5,0,0,0,1,0,1
517541,577,262,248,0,0,0,3,0,1
517543,4,4,1,0,0,0,1,0,1
517544,604,327,170,0,0,0,32,0,1
517545,106,78,28,1,1,2,8,0,1
517546,396,198,129,0,0,0,15,1,1
517547,68,59,19,0,0,0,1,0,1
517548,206,128,54,0,0,0,15,0,1
517550,69,52,26,0,0,0,3,0,1
517552,88,67,32,0,0,0,10,0,1
517553,74,57,23,0,0,0,2,0,1
517555,368,187,120,2,2,1,13,1,1
517556,430,227,169,0,0,0,2,1,1
517558,677,335,239,0,0,0,29,2,1
517567,124,81,41,1,1,2,7,1,1
517569,3799,880,1451,0,0,0,36,2,1
517573,24,24,6,0,0,0,1,0,1
517575,473,239,195,0,0,0,11,2,1
517576,106,66,47,0,0,0,1,1,1
517579,52,34,18,0,0,0,2,0,1
517583,105,81,28,0,0,0,13,0,1
517587,100,72,35,1,1,1,6,0,1
517588,107,92,20,0,0,0,41,0,1
517594,78,55,26,0,0,0,2,0,1
517597,530,302,167,3,3,2,35,1,1
517599,269,149,108,0,0,0,9,0,1
517600,70,60,21,0,0,0,6,0,1
517602,840,348,273,0,0,0,43,1,1
517606,532,280,181,0,0,0,14,2,1
517609,345,210,121,0,0,0,21,1,1
517610,582,296,225,2,2,5,19,1,1
517611,96,72,36,0,0,0,4,0,1
517613,102,74,31,0,0,0,15,0,1
517616,176,115,56,3,3,1,13,0,1
517618,148,134,24,0,0,0,13,1,1
517620,71,60,11,0,0,0,19,0,1
517622,81,63,35,0,0,0,0,0,1
517626,43,39,12,0,0,0,6,0,1
517629,202,101,8,0,0,0,36,0,1
517633,27,24,9,0,0,0,2,0,1
517644,628,614,14,0,0,0,49,0,1
517646,192,126,49,3,3,3,14,1,1
517648,161,146,28,0,0,0,17,0,1
517657,34,28,11,0,0,0,2,0,1
517658,379,356,26,0,0,0,30,0,1
517660,192,116,59,0,0,0,16,1,1
517665,62,52,24,0,0,0,1,1,1
517670,2434,663,920,6,6,1,64,1,1
517672,178,126,75,0,0,0,2,0,1
517674,90,69,35,0,0,0,3,0,1
517690,266,137,84,5,2,0,6,1,1
517693,102,68,6,0,0,0,28,0,1
517696,54,52,4,0,0,0,4,0,1
517702,34,23,4,3,3,1,11,0,1
517703,86,74,18,0,0,0,9,1,1
517707,119,100,27,0,0,0,17,0,1
517709,548,166,22,1,1,0,107,0,1
517712,159,88,4,0,0,0,41,0,1
517715,43,43,0,0,0,0,3,0,1
517717,68,50,7,0,0,1,23,0,1
517718,83,64,30,0,0,0,3,0,1
517721,419,380,38,0,0,0,35,1,1
517723,293,163,79,1,1,5,10,0,1
517726,67,67,2,0,0,0,11,0,1
517730,167,127,43,0,0,0,5,1,1
517738,5,5,0,0,0,0,2,0,1
517740,531,263,156,0,0,0,20,2,1
517743,278,138,108,0,0,0,6,2,1
517745,141,98,47,3,3,1,12,0,1
517748,1504,211,71,0,0,0,634,0,1
517749,30,25,11,0,0,0,2,0,1
517751,912,348,269,0,0,0,27,0,1
517752,72,66,18,0,0,0,17,0,1
517754,550,245,185,4,3,0,33,0,1
517759,343,190,125,4,3,0,7,1,1
517760,200,123,51,0,0,0,7,0,1
517762,99,63,38,0,0,0,5,0,1
517764,41,37,8,0,0,0,4,0,1
517765,169,134,44,0,0,0,25,0,1
517768,23,21,3,0,0,0,7,0,1
517769,100,83,32,0,0,0,7,0,1
517772,150,65,19,0,0,0,17,0,1
517773,48,39,8,0,0,0,23,0,1
517776,70,60,11,0,0,0,18,0,1
517779,6,6,0,0,0,0,1,0,1
517781,69,55,19,0,0,0,5,1,1
517783,190,179,19,0,0,0,10,0,1
517786,125,98,44,0,0,0,8,0,1
517789,766,313,275,0,0,0,13,0,1
517790,33,29,13,0,0,0,1,0,1
517792,419,221,172,0,0,0,7,2,1
517796,79,58,30,0,0,0,5,0,1
517798,333,228,121,0,0,0,31,0,1
517799,20,17,3,0,0,0,4,0,1
517803,102,70,26,0,0,0,7,0,1
517804,994,410,340,0,0,0,99,0,1
517805,70,49,14,3,3,3,17,0,1
517806,60,53,13,0,0,0,5,1,1
517809,1724,669,588,0,0,0,43,2,1
517810,98,78,38,0,0,0,3,0,1
517813,485,232,71,0,0,0,29,0,1
517817,216,141,62,7,7,1,21,0,1
517818,2346,657,955,0,0,0,26,1,1
517819,110,78,37,0,0,0,7,1,1
517823,115,88,18,0,0,0,2,0,1
517824,1097,205,92,0,0,0,400,1,1
517826,866,362,365,0,0,3,8,2,1
517827,52,46,10,0,0,0,7,1,1
517830,152,96,49,3,1,0,2,0,1
517832,150,94,54,0,0,1,2,0,1
517838,215,129,95,0,0,0,5,0,1
517839,86,67,31,0,0,0,14,0,1
517840,235,227,17,0,0,0,185,1,1
517841,294,159,114,0,0,0,17,1,1
517844,43,43,1,0,0,0,6,0,1
517845,413,217,183,1,1,0,5,1,1
517846,386,211,8,0,0,0,209,0,1
517847,124,101,20,0,0,0,8,0,1
517848,113,89,21,0,0,0,11,0,1
517849,467,238,193,0,0,0,6,1,1
517853,66,55,22,0,0,0,2,0,1
517859,17,17,2,0,0,0,3,0,1
517861,56,51,1,0,0,0,37,0,1
517867,99,73,24,0,0,0,4,0,1
517871,133,101,51,0,0,0,3,0,1
517876,32,28,9,1,1,0,2,0,1
517877,40,33,10,0,0,0,0,0,1
517879,127,90,44,0,0,0,4,1,1
517880,134,75,31,0,0,0,22,0,1
517886,236,161,79,0,0,0,9,0,1
517887,27,25,2,0,0,0,8,0,1
517889,325,191,99,3,3,1,15,0,1
517890,201,111,63,0,0,0,12,0,1
517892,102,63,37,0,0,0,0,0,1
517895,1336,424,507,0,0,0,23,3,1
517898,263,113,45,0,0,0,4,0,1
517899,74,69,5,0,0,0,2,0,1
517900,176,119,53,0,0,0,3,1,1
517901,337,153,129,0,0,0,27,0,1
517903,522,268,78,0,0,0,29,0,1
517905,124,122,1,0,0,0,110,0,1
517916,1884,782,567,0,0,0,122,0,1
517918,21,20,9,0,0,0,1,0,1
517919,50,49,3,0,0,0,5,0,1
517921,525,299,160,2,2,0,14,2,1
517927,281,196,44,0,0,0,33,1,1
517932,112,73,51,3,3,0,4,0,1
517933,26,24,2,0,0,0,7,0,1
517934,128,96,29,2,2,1,10,0,1
517935,40,39,7,0,0,0,3,0,1
517936,571,289,209,0,0,0,11,2,1
517937,38,37,1,0,0,0,5,0,1
517938,100,71,43,0,0,0,5,0,1
517941,85,61,27,0,0,0,2,0,1
517944,143,110,38,0,0,1,8,0,1
517950,34,34,1,0,0,0,6,0,1
517951,162,94,33,0,0,0,16,0,1
517952,651,299,188,0,0,0,54,1,1
517953,7,7,1,0,0,0,0,0,1
517954,1397,603,474,0,0,0,171,2,1
517956,124,81,34,0,0,0,2,0,1
517958,474,242,198,1,1,2,28,2,1
517959,47,42,7,0,0,0,5,0,1
517964,34,25,7,0,0,0,10,0,1
517965,392,195,132,0,0,0,23,0,1
517968,57,46,22,0,0,0,1,0,1
517969,102,66,39,0,0,0,6,0,1
517972,53,43,22,0,0,0,1,0,1
517974,106,79,28,0,0,0,2,0,1
517976,1344,436,555,0,0,0,15,3,1
517979,192,123,49,0,0,0,29,0,1
517984,102,63,37,0,0,0,0,0,1
517991,193,130,56,0,0,0,3,1,1
517994,934,425,304,0,0,0,66,0,1
517997,30,25,0,2,1,0,20,0,1
517998,84,70,26,0,0,0,2,1,1
517999,8,8,2,0,0,0,0,0,1
518002,390,244,98,0,0,0,42,0,1
518003,495,238,157,0,0,0,16,0,1
518004,1102,461,402,0,0,0,30,2,1
518008,93,61,7,0,0,0,55,0,1
518012,127,95,29,2,2,1,8,0,1
518016,47,44,11,0,0,0,12,0,1
518018,20,20,1,0,0,0,9,0,1
518021,114,79,35,1,1,0,1,1,1
518022,42,35,11,0,0,0,6,1,1
518026,184,105,61,1,1,0,1,0,1
518027,187,123,57,0,0,0,3,0,1
518028,214,142,66,0,0,0,9,0,1
518032,169,105,61,3,3,0,8,0,1
518033,178,127,57,3,2,1,5,0,1
518034,36,33,9,0,0,0,2,0,1
518037,108,68,39,0,0,0,0,0,1
518041,33,25,10,0,0,0,1,0,1
518047,52,52,6,0,0,0,1,0,1
518050,337,179,107,2,2,1,7,1,1
518052,203,137,70,0,0,0,14,0,1
518055,25,24,4,0,0,0,2,0,1
518058,42,41,3,0,0,0,6,0,1
518060,817,388,294,0,0,0,16,2,1
518061,146,97,49,0,0,0,6,0,1
518062,305,174,120,0,0,0,4,1,1
518071,19,17,3,0,0,0,5,0,1
518075,39,38,4,0,0,0,21,0,1
518076,398,212,161,0,0,0,11,2,1
518077,67,64,7,0,0,0,17,0,1
518082,88,68,32,0,0,0,14,0,1
518084,57,51,14,0,0,0,7,0,1
518086,177,116,64,0,0,0,11,0,1
518088,135,116,11,0,0,0,5,0,1
518093,232,36,2,0,0,0,14,0,1
518094,395,219,129,0,0,0,10,1,1
518097,134,76,15,0,0,0,27,1,1
518098,138,103,48,0,0,0,4,0,1
518100,28,28,5,0,0,0,11,0,1
518101,617,300,213,10,10,1,29,0,1
518102,61,58,8,0,0,0,13,0,1
518103,419,232,119,5,4,0,13,2,1
518106,65,53,19,2,1,0,7,0,1
518110,173,97,57,3,2,0,4,0,1
518111,155,97,48,2,1,0,7,0,1
518113,166,119,35,0,0,0,7,1,1
518115,22,18,5,0,0,0,3,0,1
518117,44,44,0,0,0,0,3,0,1
518120,57,47,17,0,0,0,3,0,1
518123,49,46,10,0,0,0,12,0,1
518127,226,160,56,3,3,1,13,1,1
518128,1020,455,336,0,0,0,32,2,1
518130,174,102,64,0,0,0,8,0,1
518133,931,374,330,0,0,0,23,1,1
518134,423,226,85,0,0,0,56,1,1
518136,131,126,15,0,0,0,12,0,1
518147,54,49,13,0,0,0,3,0,1
518151,76,58,19,2,2,0,12,0,1
518153,127,84,29,0,0,0,4,0,1
518155,320,164,105,0,0,0,9,1,1
518157,262,245,33,0,0,0,40,0,1
518159,66,53,22,0,0,0,1,2,1
518160,95,74,6,0,0,0,39,0,1
518169,316,165,97,6,5,0,17,0,1
518170,172,98,30,5,4,1,22,0,1
518172,53,44,6,0,0,0,6,0,1
518173,71,54,3,0,0,0,21,0,1
518176,129,91,38,0,0,0,7,0,1
518177,40,35,6,0,0,0,5,0,1
518182,90,63,34,2,1,0,3,0,1
518185,102,67,6,0,0,0,24,0,1
518186,68,63,8,0,0,0,16,0,1
518190,112,80,25,0,0,0,7,0,1
518199,159,112,8,0,0,0,32,0,1
518204,134,89,1,0,0,0,69,0,1
518205,52,52,1,0,0,0,6,0,1
518210,56,42,24,0,0,0,2,0,1
518211,8,8,1,0,0,0,0,0,1
518212,596,95,92,0,0,0,221,0,1
518213,597,106,88,0,0,0,222,0,1
518214,55,46,20,0,0,0,2,0,1
518215,52,52,0,0,0,0,2,0,1
518216,296,194,75,0,0,0,37,0,1
518217,121,80,42,0,0,0,4,0,1
518228,419,223,183,2,2,0,7,1,1
518232,127,90,43,0,0,0,12,0,1
518237,47,46,5,0,0,0,3,0,1
518243,77,62,34,0,0,0,6,0,1
518245,174,118,50,2,1,1,10,0,1
518246,10,10,1,1,1,0,0,0,1
518247,40,37,14,0,0,0,4,0,1
518248,180,126,41,4,4,2,14,0,1
518249,224,134,29,0,0,0,64,0,1
518252,100,79,30,0,0,0,14,0,1
518255,68,65,9,0,0,0,21,0,1
518265,79,69,14,0,0,0,14,0,1
518267,299,201,71,1,1,1,11,2,1
518272,87,52,17,0,0,0,1,0,1
518274,121,120,1,0,0,0,107,0,1
518276,346,161,114,0,0,0,5,0,1
518277,47,46,10,0,0,0,10,0,1
518283,74,56,30,0,0,0,15,0,1
518285,1674,594,571,10,10,1,47,1,1
518287,679,309,229,0,0,0,17,1,1
518292,25,20,2,0,0,0,4,0,1
518297,27,24,9,0,0,0,2,0,1
518298,78,58,25,0,0,0,2,0,1
518301,40,35,13,0,0,0,3,0,1
518304,62,51,5,0,0,0,5,0,1
518305,56,55,6,0,0,0,0,0,1
518307,157,97,65,0,0,2,5,0,1
518309,31,29,8,0,0,0,0,0,1
518310,196,128,84,0,0,0,20,0,1
518317,107,89,32,0,0,0,10,1,1
518319,57,45,1,0,0,0,19,0,1
518320,44,44,9,0,0,0,2,0,1
518321,191,146,51,0,0,0,31,0,1
518322,49,38,13,0,0,0,5,1,1
518325,2444,661,942,0,0,0,22,3,1
518328,127,99,3,0,0,0,74,0,1
518334,37,29,10,0,0,0,4,0,1
518335,46,44,3,0,0,0,3,0,1
518338,71,57,17,0,0,0,24,0,1
518340,48,39,9,1,1,0,2,0,1
518341,487,242,181,0,0,0,13,0,1
518343,55,41,22,0,0,0,1,0,1
518347,62,54,22,0,0,0,3,0,1
518349,65,56,19,0,0,0,2,0,1
518350,146,97,49,0,0,0,6,0,1
518352,73,63,20,0,0,0,9,0,1
518357,132,97,14,0,0,0,53,0,1
518358,123,90,37,1,1,0,6,0,1
518360,4,4,0,0,0,0,0,0,1
518363,17,16,4,0,0,0,3,0,1
518366,1134,407,450,0,0,0,9,0,1
518367,67,53,24,0,0,0,2,0,1
518372,98,87,15,0,0,0,26,0,1
518375,272,178,65,0,0,0,4,1,1
518376,44,42,11,0,0,0,8,0,1
518382,518,260,164,0,0,0,65,0,1
518383,108,82,37,0,0,0,7,0,1
518384,70,57,20,0,0,0,5,1,1
518388,118,98,20,0,0,0,15,0,1
518392,43,36,11,0,0,0,17,0,1
518395,34,22,13,0,0,0,2,0,1
518402,990,407,339,0,0,0,107,0,1
518403,76,63,21,0,0,0,4,0,1
518406,7,7,2,0,0,0,0,0,1
518408,259,158,45,4,3,0,23,0,1
518409,84,80,15,0,0,0,15,0,1
518411,66,55,22,0,0,0,2,0,1
518413,62,42,20,0,0,0,2,0,1
518420,111,94,10,0,0,0,32,0,1
518422,48,42,22,0,0,0,0,0,1
518423,47,37,9,0,0,0,5,0,1
518425,778,350,231,0,0,0,49,0,1
518427,204,131,64,0,0,0,6,1,1
518429,153,93,48,0,0,0,3,0,1
518430,26,26,9,0,0,0,1,0,1
518431,94,73,33,0,0,0,0,2,1
518433,10,10,2,0,0,0,1,0,1
518435,82,71,10,0,0,0,23,0,1
518438,79,66,25,0,0,0,3,1,1
518439,232,146,78,3,3,3,9,0,1
518444,143,61,4,4,4,2,42,0,1
518445,188,138,72,0,0,0,17,0,1
518446,167,127,44,0,0,0,6,1,1
518447,23,19,8,1,1,1,3,0,1
518448,42,35,16,0,0,0,2,0,1
518453,7,7,1,0,0,0,0,0,1
518454,952,416,340,0,0,0,16,2,1
518457,118,85,40,0,0,0,11,1,1
518458,47,41,19,0,0,0,8,0,1
518461,27,24,9,0,0,0,2,0,1
518462,394,206,167,0,0,0,4,1,1
518464,87,80,18,0,0,0,18,0,1
518468,562,280,202,0,0,0,24,1,1
518476,74,67,3,0,0,0,48,0,1
518477,165,94,67,0,0,0,8,0,1
518481,45,40,11,0,0,0,0,0,1
518482,84,62,28,0,0,0,6,0,1
518487,97,69,12,0,0,0,28,0,1
518489,128,81,33,4,4,1,17,0,1
518493,389,210,145,3,3,1,25,2,1
518495,102,67,6,0,0,0,28,0,1
518498,811,430,239,0,0,0,95,0,1
518499,28,21,1,0,0,0,13,0,1
518500,42,36,10,0,0,0,1,0,1
518501,85,66,24,0,0,0,10,0,1
518504,49,42,8,0,0,0,9,1,1
518506,233,164,60,0,0,0,14,0,1
518508,102,68,6,0,0,0,25,0,1
518511,74,63,24,0,0,0,1,0,1
518512,3011,789,1232,0,0,0,38,2,1
518515,95,77,23,0,0,0,1,0,1
518518,57,47,14,2,1,0,4,0,1
518520,340,210,86,0,0,0,12,0,1
518521,189,122,70,0,0,0,1,1,1
518523,75,65,11,0,0,0,10,0,1
518525,103,78,25,0,0,0,11,0,1
518526,32,26,12,0,0,0,2,0,1
518535,221,147,59,0,0,0,1,0,1
518536,83,61,17,0,0,0,8,0,1
518537,59,50,16,0,0,0,4,0,1
518539,455,227,142,0,0,0,6,1,1
518542,56,48,22,0,0,0,0,0,1
518544,136,99,33,0,0,0,13,0,1
518546,194,104,68,0,0,0,19,0,1
518547,29,29,9,0,0,0,2,0,1
518549,103,79,36,0,0,0,7,0,1
518550,138,83,48,0,0,0,3,0,1
518551,30,28,3,0,0,0,14,0,1
518554,268,163,98,4,3,0,12,1,1
518555,187,130,63,0,0,0,16,1,1
518565,776,304,230,3,3,2,39,1,1
518566,269,185,50,0,0,0,48,0,1
518571,66,56,25,0,0,0,1,1,1
518573,124,85,39,0,0,0,7,1,1
518574,47,37,15,0,0,0,1,1,1
518580,159,109,48,0,0,0,12,0,1
518581,132,115,25,0,0,0,7,0,1
518582,62,52,17,0,0,0,10,1,1
518584,49,38,9,0,0,0,3,0,1
518586,1145,508,380,0,0,0,140,2,1
518590,233,144,73,3,3,1,12,0,1
518595,241,124,86,2,1,0,6,1,1
518596,140,102,13,0,0,0,44,0,1
518598,695,396,221,0,0,0,133,2,1
518599,178,133,49,1,1,0,7,1,1
518602,63,50,27,0,0,0,0,0,1
518603,421,229,168,2,1,0,23,1,1
518606,606,338,143,0,0,0,14,1,1
518607,211,111,95,0,0,0,2,1,1
518615,32,30,12,0,0,0,2,0,1
518616,13,13,3,0,0,0,1,0,1
518619,123,87,46,0,0,0,4,0,1
518620,133,94,46,0,0,0,2,0,1
518621,19,18,3,0,0,0,1,0,1
518624,8,8,2,0,0,0,0,0,1
518625,115,68,37,0,0,0,6,0,1
518626,6,6,1,0,0,0,2,0,1
518631,856,378,291,0,0,0,47,1,1
518634,899,436,302,0,0,0,93,1,1
518635,338,282,65,0,0,0,36,0,1
518636,170,111,54,0,0,0,3,0,1
518637,197,131,57,0,0,0,7,0,1
518641,84,84,5,0,0,0,39,0,1
518645,44,32,5,3,3,1,12,0,1
518651,188,120,71,0,0,0,5,1,1
518655,185,108,65,0,0,0,4,1,1
518657,73,60,14,0,0,0,12,0,1
518660,75,61,31,0,0,0,8,0,1
518668,28,25,8,0,0,0,2,0,1
518670,163,112,54,0,0,0,10,0,1
518671,59,49,18,0,0,0,2,0,1
518672,58,43,9,0,0,0,15,0,1
518674,204,118,64,0,0,0,1,0,1
518676,107,81,33,0,0,0,5,0,1
518677,25,22,6,0,0,0,1,0,1
518680,508,272,162,6,5,2,30,0,1
518683,91,71,30,0,0,0,2,1,1
518687,415,218,123,1,1,3,9,0,1
518688,33,32,4,0,0,0,8,0,1
518694,111,69,39,0,0,0,1,0,1
518697,66,55,24,0,0,0,1,0,1
518698,95,74,33,0,0,0,0,0,1
518705,1270,515,424,2,2,0,64,1,1
518709,474,237,175,4,2,0,11,0,1
518710,100,68,37,0,0,0,3,0,1
518713,100,87,22,0,0,0,3,0,1
518719,516,267,206,0,0,0,7,0,1
518725,106,86,26,0,0,0,8,0,1
518729,46,45,6,0,0,0,1,0,1
518730,6,6,1,0,0,0,0,0,1
518734,207,125,66,0,0,0,13,1,1
518735,259,166,90,0,0,0,17,0,1
518736,179,102,42,0,0,0,34,2,1
518738,19,17,4,0,0,0,2,0,1
518740,60,49,9,0,0,0,8,0,1
518744,58,48,23,0,0,0,9,0,1
518751,218,114,4,0,0,0,90,0,1
518752,16,16,2,0,0,0,0,0,1
518753,75,61,28,0,0,0,3,0,1
518755,49,48,4,0,0,0,13,0,1
518758,31,28,8,0,0,0,4,0,1
518760,522,242,216,0,0,0,15,2,1
518761,252,142,109,0,0,0,9,1,1
518762,64,57,0,0,0,0,16,0,1
518763,274,115,45,0,0,0,2,0,1
518764,222,123,56,0,0,0,12,1,1
518766,688,285,197,0,0,0,7,2,1
518771,164,100,53,3,1,0,9,0,1
518772,246,138,103,0,0,0,3,0,1
518775,8,8,0,0,0,0,4,0,1
518781,49,45,11,0,0,0,15,0,1
518782,4,4,1,0,0,0,0,0,1
518784,71,61,10,0,0,0,15,0,1
518785,41,33,12,0,0,0,1,0,1
518786,326,231,19,0,0,0,161,0,1
518788,36,34,7,0,0,0,4,0,1
518791,179,112,62,0,0,0,9,1,1
518797,594,282,262,0,0,1,12,1,1
518799,445,215,175,0,0,0,18,2,1
518801,210,198,11,0,0,0,26,0,1
